State,Keyword,Url
Tennessee,data scientist,"https://www.glassdoor.com/Job/tennessee-us-data-scientist-jobs-SRCH_IL.0,12_IS1968_KO13,27.htm"
Tennessee,data scientist,"https://www.glassdoor.com/Job/tennessee-data-scientist-jobs-SRCH_IL.0,9_IS1968_KO10,24_IP2.htm?includeNoSalaryJobs=true&pgc=AB4AAYEAHgAAAAAAAAAAAAAAAg9vC90AHgEAC8haKNJaIDJgtNmsQDRizeGpKgXj254pzee7lgAA"
Tennessee,data scientist,"https://www.glassdoor.com/Job/tennessee-data-scientist-jobs-SRCH_IL.0,9_IS1968_KO10,24_IP3.htm?includeNoSalaryJobs=true&pgc=AB4AAoEAPAAAAAAAAAAAAAAAAg9vC90ACgEAUq3V5TZWtyAAAA%3D%3D"
